customer_id,recency,frequency,monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score
15462,94,41,737.05,50.29,43.2,44.87,45.22
15463,29,7,126.14,72.9,7.81,6.17,16.64
15464,338,155,1048.85,28.11,78.08,55.28,57.59
15465,19,255,12655.65,80.0,87.25,96.79,91.6
15466,85,256,1571.01,51.9,87.36,66.13,69.94
15467,9,51,524.88,89.18,49.74,35.92,47.78
15468,51,80,1430.48,62.88,62.26,64.01,63.35
15469,50,43,874.25,63.46,44.73,49.76,50.41
15470,575,4,63.42,7.71,4.04,1.62,3.21
15471,2,138,1316.56,97.17,75.47,62.05,71.07
15472,113,76,371.56,47.75,60.77,27.03,39.59
15473,14,14,2046.0,85.13,17.13,72.51,58.89
15474,595,19,163.1,6.46,23.43,10.0,13.23
15475,77,29,454.11,53.85,33.69,32.69,36.14
15476,380,79,2209.98,24.69,61.81,74.2,63.3
15477,649,2,368.4,3.59,2.16,26.86,16.46
15478,40,67,1982.48,66.89,57.27,71.86,67.03
15479,733,9,147.4,0.47,10.38,8.25,7.68
15480,116,213,3592.25,47.29,84.09,83.73,78.37
15481,401,38,1993.34,20.99,41.08,71.96,55.67
15482,15,147,14552.56,84.24,76.88,97.39,89.67
15483,161,247,855.06,42.78,86.82,49.3,58.83
15484,1,240,4656.0,98.82,86.45,88.06,89.22
15485,30,136,5771.51,72.08,75.09,90.7,83.54
15486,527,1,102.0,10.3,0.86,3.7,3.9
15487,679,14,231.32,2.26,17.13,16.05,14.28
15488,92,11,431.92,50.58,13.32,31.39,29.21
15489,22,114,2419.61,78.0,71.03,76.13,74.98
15490,430,22,217.6,16.82,26.64,14.82,18.43
15491,95,154,3100.09,50.05,77.91,80.98,75.48
15492,28,35,659.46,73.75,38.89,41.8,45.78
15493,32,584,4306.49,70.68,96.45,86.67,87.01
15494,21,361,3780.05,79.01,92.4,84.74,86.02
15495,379,20,246.5,24.95,24.59,17.3,20.49
15496,631,22,146.14,4.48,26.64,8.15,12.78
15497,17,121,8657.39,82.05,72.23,94.29,86.28
15498,2,940,26039.58,97.17,98.62,98.84,98.53
15499,723,40,161.6,1.31,42.53,9.79,17.69
15500,8,68,1131.56,90.45,57.72,57.59,62.56
15501,404,68,402.5,20.61,57.72,29.37,36.0
15502,15,322,10532.52,84.24,90.87,95.83,92.7
15503,362,116,267.15,27.43,71.39,18.68,34.75
15504,81,55,412.6,52.55,51.85,30.02,39.51
15505,52,97,3610.96,62.42,67.32,83.89,76.03
15506,22,255,2040.03,78.0,87.25,72.45,77.43
15507,171,41,492.36,41.81,43.2,34.3,37.92
15508,189,92,1000.27,39.9,65.96,53.81,55.13
15509,380,26,166.51,24.69,30.75,10.3,18.19
15510,330,1,250.0,28.6,0.86,17.53,14.53
15511,11,151,909.23,86.73,77.45,50.8,63.65
15512,155,30,331.58,43.45,34.62,24.03,29.91
15513,33,547,27750.55,70.06,96.02,98.96,93.8
15514,12,305,6594.77,85.84,90.05,92.09,90.58
15515,387,7,171.81,23.3,7.81,10.8,11.84
15516,44,15,62.43,65.48,18.32,1.56,15.84
15517,233,27,267.03,36.26,31.64,18.64,24.92
15518,64,442,4218.94,58.01,94.41,86.36,84.36
15519,383,37,344.61,23.97,40.31,24.95,29.1
15520,1,18,343.5,98.82,22.05,24.86,35.17
15521,40,398,7096.09,66.89,93.59,92.84,89.16
15522,32,55,398.84,70.68,51.85,29.14,41.73
15523,84,210,17359.99,52.17,83.86,98.0,87.17
15524,24,9,591.4,76.03,10.38,38.88,36.47
15525,2,168,1293.2,97.17,79.84,61.4,71.93
15526,33,4,148.44,70.06,4.04,8.36,16.4
15527,18,325,5574.79,80.97,90.96,90.11,88.97
15528,254,26,229.33,34.27,30.75,15.81,22.76
15529,22,773,5109.4,78.0,97.95,89.11,89.92
15530,21,134,1813.72,79.01,74.7,69.72,72.51
15531,8,213,2007.44,90.45,84.09,72.06,78.19
15532,25,608,3750.25,75.21,96.71,84.52,86.54
15533,19,83,807.57,80.0,63.25,47.47,56.77
15534,725,8,162.25,1.12,9.04,9.91,8.35
15535,173,129,1087.82,41.49,73.91,56.43,59.08
15536,409,16,259.09,19.93,19.57,18.18,18.83
15537,163,24,110.92,42.56,28.77,4.48,16.99
15538,537,14,3358.4,9.75,17.13,82.62,53.35
15539,7,41,538.46,91.75,43.2,36.59,46.71
15540,11,31,460.68,86.73,35.52,32.95,41.73
15541,114,29,85.13,47.58,33.69,2.72,18.12
15542,512,223,918.45,10.92,84.94,51.2,54.6
15543,288,54,242.84,31.33,51.38,17.02,28.79
15544,9,531,8162.43,89.18,95.88,93.83,93.71
15545,54,80,428.05,61.48,62.26,31.19,44.43
15546,606,12,1079.1,5.79,14.64,56.17,36.98
15547,7,1284,10099.99,91.75,99.42,95.63,96.11
15548,595,23,158.09,6.46,27.7,9.38,14.07
15549,77,153,2342.21,53.85,77.75,75.53,72.9
15550,4,231,2218.8,93.99,85.74,74.32,80.47
15551,36,139,1710.08,68.89,75.65,68.28,70.44
15552,217,30,252.52,37.33,34.62,17.72,25.39
15553,60,51,437.23,59.32,49.74,31.75,40.92
15554,277,14,217.2,32.15,17.13,14.76,18.03
15555,12,1558,12102.22,85.84,99.61,96.48,95.76
15556,24,31,279.77,76.03,35.52,19.34,32.38
15557,28,16,473.65,73.75,19.57,33.6,35.69
15558,639,23,214.13,4.14,27.7,14.46,16.62
15559,568,62,1109.4,8.02,55.13,56.99,49.12
15560,397,10,153.52,21.48,11.83,8.9,11.61
15561,11,88,1934.39,86.73,64.87,71.29,71.81
15562,351,32,673.38,28.05,36.31,42.41,38.55
15563,22,253,2828.0,78.0,87.09,79.22,81.24
15564,463,4,70.74,13.95,4.04,1.83,4.27
15565,50,8,173.16,63.46,9.04,10.9,18.26
15566,392,12,227.87,22.65,14.64,15.64,16.41
15567,18,7,186.01,80.97,7.81,12.06,21.21
15568,2,53,758.29,97.17,50.85,45.45,54.72
15569,103,139,3586.35,49.13,75.65,83.71,76.27
15570,7,696,9311.04,91.75,97.45,94.87,95.12
15571,11,580,4051.63,86.73,96.39,85.8,88.91
15572,4,335,4068.67,93.99,91.32,85.83,88.59
15573,31,200,1199.23,71.35,83.08,59.23,67.73
15574,177,220,1518.7,41.09,84.71,65.36,67.14
15575,619,3,30.1,5.26,3.06,0.48,1.92
15576,37,43,940.67,68.33,44.73,51.97,52.39
15577,151,59,397.98,43.83,53.67,29.07,38.17
15578,162,13,127.1,42.66,15.88,6.24,14.4
15579,68,155,1302.5,56.5,78.08,61.64,65.47
15580,376,214,1381.19,25.42,84.18,63.04,63.31
15581,156,667,4819.35,43.29,97.16,88.48,84.13
15582,24,44,682.91,76.03,45.43,42.75,48.5
15583,376,37,107.86,25.42,40.31,4.17,17.48
15584,23,216,1277.5,76.96,84.35,61.09,69.98
15585,176,31,455.3,41.25,35.52,32.74,34.79
15586,592,38,1139.1,6.62,41.08,57.74,45.41
15587,50,14,1522.08,63.46,17.13,65.41,51.6
15588,677,4,579.6,2.33,4.04,38.57,23.46
15589,255,29,478.53,34.18,33.69,33.77,33.81
15590,382,87,1496.6,24.17,64.63,64.95,58.74
15591,582,7,217.9,7.17,7.81,14.87,11.74
15592,46,24,388.58,64.59,28.77,28.43,33.95
15593,70,5,199.8,56.27,5.13,13.19,17.4
15594,15,103,1771.78,84.24,68.68,69.17,71.29
15595,487,4,357.6,12.34,4.04,26.01,17.81
15596,100,155,3130.04,49.37,78.08,81.19,75.54
15597,35,37,563.37,69.46,40.31,37.78,43.24
15598,53,36,548.02,61.89,39.65,37.12,41.54
15599,26,83,1250.06,74.47,63.25,60.42,63.32
15600,428,71,1199.31,17.16,58.95,59.24,52.85
15601,11,824,14960.12,86.73,98.25,97.51,96.1
15602,8,125,3230.51,90.45,73.09,81.89,80.71
15603,78,4,88.48,53.46,4.04,2.84,10.77
15604,52,17,216.39,62.42,20.78,14.66,23.54
15605,36,99,1936.8,68.89,67.73,71.31,69.94
15606,61,145,5230.99,58.9,76.67,89.44,81.28
15607,336,109,1708.97,28.22,70.07,68.23,62.75
15608,28,105,1785.98,73.75,69.17,69.41,70.0
15609,184,16,298.48,40.48,19.57,20.61,23.3
15610,51,6,112.46,62.88,6.46,4.78,13.97
15611,9,92,2976.28,89.18,65.96,80.14,77.53
15612,36,6,195.15,68.89,6.46,12.9,19.5
15613,610,27,433.72,5.63,31.64,31.51,27.66
15614,437,81,3147.36,15.68,62.63,81.32,66.24
15615,10,901,21373.97,87.92,98.5,98.44,96.88
15616,438,13,317.11,15.56,15.88,22.64,19.69
15617,396,42,828.55,21.65,43.97,48.22,43.04
15618,32,44,776.85,70.68,45.43,46.14,49.62
15619,10,3,336.4,87.92,3.06,24.35,27.92
15620,56,129,1942.36,61.2,73.91,71.38,70.56
15621,4,15,1293.03,93.99,18.32,61.38,54.22
15622,43,426,7852.61,65.96,94.16,93.57,89.6
15623,141,108,2437.05,44.7,69.87,76.38,69.81
15624,116,34,588.13,47.29,37.94,38.82,39.85
15625,103,171,3236.4,49.13,80.1,81.9,76.48
15626,74,80,1067.52,54.56,62.26,55.86,57.46
15627,457,24,566.9,14.35,28.77,37.93,31.83
15628,4,299,5652.26,93.99,89.79,90.41,90.78
15629,450,77,2240.9,14.83,61.07,74.5,61.79
15630,45,80,1481.4,65.05,62.26,64.78,64.12
15631,642,39,596.67,3.96,41.83,39.08,34.58
15632,15,167,3285.31,84.24,79.69,82.16,81.78
15633,509,176,4352.46,11.1,80.71,86.84,73.76
15634,17,34,554.65,82.05,37.94,37.42,44.26
15635,395,2,100.35,21.91,2.16,3.45,5.86
15636,89,57,1444.58,50.98,52.73,64.25,59.04
15637,52,41,797.59,62.42,43.2,47.1,48.3
15638,378,25,2265.2,25.21,29.8,74.88,54.81
15639,134,68,1065.08,45.38,57.72,55.78,54.76
15640,4,744,23922.78,93.99,97.72,98.7,97.72
15641,105,311,5345.55,49.0,90.4,89.63,83.75
15642,729,6,105.78,0.89,6.46,3.91,4.17
15643,191,33,664.0,39.67,37.08,42.09,40.32
15644,166,226,813.0,42.27,85.21,47.62,57.35
15645,18,65,1054.75,80.97,56.46,55.42,59.54
15646,157,68,974.61,43.1,57.72,53.16,52.93
15647,415,11,169.0,19.01,13.32,10.58,12.61
15648,204,24,657.35,38.47,28.77,41.63,37.55
15649,336,11,2170.35,28.22,13.32,73.97,50.13
15650,521,36,553.88,10.48,39.65,37.35,33.97
15651,36,60,1259.06,68.89,54.17,60.56,60.02
15652,91,102,1420.34,50.79,68.45,63.72,63.1
15653,92,6,877.44,50.58,6.46,49.91,37.85
15654,9,21,922.53,89.18,25.62,51.38,49.84
15655,243,34,560.67,35.17,37.94,37.66,37.37
15656,45,47,748.5,65.05,47.28,45.23,48.78
15657,22,1,30.0,78.0,0.86,0.46,12.21
15658,190,102,2423.47,39.77,68.45,76.2,68.56
15659,43,21,532.49,65.96,25.62,36.23,37.72
15660,25,151,2812.99,75.21,77.45,79.14,78.08
15661,317,44,1215.95,29.39,45.43,59.69,51.15
15662,661,12,283.73,3.09,14.64,19.63,15.75
15663,106,9,138.14,48.79,10.38,7.43,14.46
15664,50,69,1231.53,63.46,58.13,60.0,59.99
15665,168,279,4015.12,42.2,88.82,85.66,80.03
15666,472,65,632.94,13.26,56.46,40.86,41.09
15667,39,13,301.32,67.44,15.88,20.88,26.47
15668,217,1,76.32,37.33,0.86,2.2,7.1
15669,40,33,684.34,66.89,37.08,42.87,44.85
15670,296,19,325.2,30.87,23.43,23.43,24.54
15671,18,78,2657.13,80.97,61.39,78.16,73.89
15672,725,3,45.3,1.12,3.06,0.97,1.58
15673,88,257,6414.79,51.23,87.44,91.8,84.49
15674,73,350,6613.52,54.93,92.0,92.12,86.51
15675,81,35,542.04,52.55,38.89,36.76,39.72
15676,18,202,3435.76,80.97,83.31,83.1,82.84
15677,49,72,1305.63,63.98,59.38,61.72,61.41
15678,52,86,1893.89,62.42,64.29,70.76,67.7
15679,24,110,781.28,76.03,70.32,46.38,57.53
15680,9,236,4507.58,89.18,86.13,87.56,87.4
15681,25,88,2989.7,75.21,64.87,80.21,75.16
15682,599,25,318.24,6.1,29.8,22.74,22.22
15683,117,26,524.54,47.16,30.75,35.9,36.15
15684,547,11,173.95,9.13,13.32,10.94,11.33
15685,450,17,55.98,14.83,20.78,1.3,8.78
15686,420,1,90.0,18.4,0.86,2.93,4.67
15687,8,166,2993.1,90.45,79.48,80.25,81.56
15688,418,26,190.57,18.56,30.75,12.54,18.54
15689,119,24,521.03,47.04,28.77,35.8,35.52
15690,4,19,239.76,93.99,23.43,16.75,30.2
15691,252,14,571.3,34.51,17.13,38.26,31.78
15692,28,12,191.04,73.75,14.64,12.58,22.33
15693,659,1,37.5,3.2,0.86,0.75,1.15
15694,0,142,10795.81,100.0,76.2,95.9,91.0
15695,266,59,1131.04,33.13,53.67,57.55,52.8
15696,33,216,3906.57,70.06,84.35,85.27,82.73
15697,689,14,246.75,1.8,17.13,17.34,14.95
15698,624,2,46.2,4.94,2.16,0.99,1.91
15699,17,18,309.65,82.05,22.05,21.82,30.92
15700,172,85,696.68,41.69,63.91,43.35,48.86
15701,2,223,1542.14,97.17,84.94,65.7,75.81
15702,476,29,112.57,12.99,33.69,4.84,14.14
15703,264,5,211.5,33.29,5.13,14.27,14.56
15704,140,201,3817.96,44.79,83.21,84.91,78.42
15705,201,6,143.1,38.7,6.46,7.81,12.06
15706,63,55,1060.56,58.53,51.85,55.6,54.99
15707,35,194,945.58,69.46,82.48,52.2,63.27
15708,40,322,4378.72,66.89,90.87,86.96,85.05
15709,283,26,327.85,31.65,30.75,23.58,26.8
15710,417,110,898.87,18.74,70.32,50.44,51.25
15711,556,25,420.25,8.54,29.8,30.67,27.11
15712,9,166,3472.41,89.18,79.48,83.32,83.12
15713,143,52,1010.79,44.52,50.28,54.2,51.65
15714,11,48,784.81,86.73,47.9,46.5,52.92
15715,555,38,658.02,8.61,41.08,41.66,36.54
15716,145,271,3054.29,44.37,88.33,80.62,77.34
15717,234,24,607.0,36.14,28.77,39.7,36.11
15718,540,18,293.79,9.61,22.05,20.28,19.18
15719,32,1762,10221.41,70.68,99.68,95.69,93.06
15720,24,153,741.92,76.03,77.75,44.96,58.8
15721,11,80,507.08,86.73,62.26,35.03,50.41
15722,35,175,5258.1,69.46,80.59,89.54,84.02
15723,364,121,947.65,27.33,72.23,52.38,54.18
15724,201,17,310.85,38.7,20.78,22.06,24.2
15725,15,32,415.25,84.24,36.31,30.23,40.03
15726,390,23,321.91,22.82,27.7,23.1,24.35
15727,16,665,9445.51,83.19,97.15,94.99,93.83
15728,379,12,544.6,24.95,14.64,36.89,28.87
15729,212,11,192.55,37.81,13.32,12.68,16.63
15730,65,111,1726.58,57.51,70.57,68.56,67.46
15731,553,8,125.3,8.72,9.04,6.03,7.28
15732,212,99,1682.07,37.81,67.73,67.74,63.25
15733,282,10,162.3,31.77,11.83,9.93,13.74
15734,114,43,2263.3,47.58,44.73,74.83,62.31
15735,421,19,327.68,18.19,23.43,23.56,22.72
15736,435,99,1815.72,16.02,67.73,69.75,61.13
15737,14,71,1205.12,85.13,58.95,59.38,63.12
15738,18,481,13372.97,80.97,95.12,97.06,94.1
15739,66,8,449.12,57.08,9.04,32.35,29.53
15740,49,9,154.88,63.98,10.38,8.97,17.62
15741,458,12,208.62,14.28,14.64,14.03,14.24
15742,619,41,156.87,5.26,43.2,9.18,18.12
15743,16,84,784.46,83.19,63.56,46.46,56.76
15744,77,3,34.8,53.85,3.06,0.62,9.29
15745,19,62,1094.59,80.0,55.13,56.63,59.71
15746,134,28,196.88,45.38,32.66,13.0,23.37
15747,12,210,2562.61,85.84,83.86,77.29,80.41
15748,40,35,614.76,66.89,38.89,40.11,43.78
15749,235,10,44534.3,36.02,11.83,99.37,65.36
15750,2,621,6797.19,97.17,96.8,92.52,94.41
15751,460,130,1380.44,14.2,74.09,63.0,58.79
15752,39,577,4207.54,67.44,96.36,86.35,86.31
15753,304,1,79.2,30.35,0.86,2.34,6.13
15754,51,131,3037.61,62.88,74.24,80.52,76.12
15755,10,371,5993.12,87.92,92.82,91.05,91.07
15756,61,190,532.96,58.9,82.08,36.26,52.49
15757,65,193,2940.36,57.51,82.37,79.94,77.25
15758,24,9,205.25,76.03,10.38,13.68,22.11
15759,218,17,830.93,37.1,20.78,48.33,38.93
15761,442,5,143.05,15.4,5.13,7.79,8.19
15762,65,37,583.75,57.51,40.31,38.72,41.98
15763,31,61,1086.92,71.35,54.63,56.39,58.14
15764,88,249,4503.08,51.23,86.88,87.54,81.91
15765,666,25,370.63,2.9,29.8,26.97,24.15
15766,64,26,831.06,58.01,30.75,48.34,44.87
15768,115,1179,15601.09,47.45,99.27,97.56,90.52
15769,7,223,88704.32,91.75,84.94,99.71,94.38
15770,612,18,321.45,5.48,22.05,23.05,20.14
15771,604,28,1006.54,5.89,32.66,54.07,40.85
15772,418,16,280.88,18.56,19.57,19.43,19.34
15773,5,47,774.52,92.78,47.28,45.92,53.33
15774,68,108,1328.69,56.5,69.87,62.24,63.51
15775,245,9,150.5,35.05,10.38,8.55,13.04
15776,133,18,241.62,45.58,22.05,16.88,22.63
15777,241,39,1762.61,35.39,41.83,69.02,56.36
15778,431,17,307.95,16.65,20.78,21.66,20.66
15779,463,8,124.08,13.95,9.04,5.86,7.96
15780,183,29,475.28,40.6,33.69,33.7,34.73
15781,25,20,345.46,75.21,24.59,25.05,32.45
15782,9,61,4014.1,89.18,54.63,85.65,77.49
15783,10,14,246.3,87.92,17.13,17.28,27.83
15784,467,43,848.33,13.62,44.73,49.01,42.5
15785,32,225,5969.93,70.68,85.15,90.98,86.3
15786,46,465,8514.82,64.59,94.82,94.21,89.94
15787,26,193,948.05,74.47,82.37,52.39,64.1
15788,508,14,221.83,11.18,17.13,15.24,15.16
15789,358,138,1962.01,27.77,75.47,71.58,66.1
15790,10,34,220.85,87.92,37.94,15.14,32.44
15791,43,167,3608.34,65.96,79.69,83.83,79.99
15792,399,57,933.84,21.39,52.73,51.78,47.49
15793,14,30,2399.57,85.13,34.62,75.99,65.78
15794,736,15,777.0,0.25,18.32,46.16,31.47
15795,149,131,1979.87,44.02,74.24,71.77,68.3
15796,1,286,5174.83,98.82,89.08,89.3,90.67
15797,113,11,2806.08,47.75,13.32,79.05,55.95
15798,492,83,1535.37,12.08,63.25,65.58,56.91
15799,75,149,1424.29,54.19,77.21,63.86,66.15
15800,107,228,1242.58,48.55,85.41,60.2,65.51
15801,46,64,1063.95,64.59,56.05,55.74,57.16
15803,51,51,1929.66,62.88,49.74,71.24,63.96
15804,0,262,4206.39,100.0,87.81,86.33,88.79
15805,23,529,10189.23,76.96,95.85,95.66,92.91
15806,46,31,784.58,64.59,35.52,46.48,46.13
15807,50,88,1817.52,63.46,64.87,69.79,67.46
15808,306,759,18409.93,30.23,97.85,98.19,87.9
15809,36,58,1274.44,68.89,53.2,60.95,59.97
15810,78,166,2999.04,53.46,79.48,80.33,76.06
15811,22,250,3796.92,78.0,86.93,84.81,84.38
15812,107,124,5201.47,48.55,72.87,89.39,78.64
15813,207,40,1303.91,38.22,42.53,61.67,52.79
15814,16,98,2634.44,83.19,67.53,78.02,75.86
15815,63,49,2100.6,58.53,48.49,73.24,64.1
15816,542,11,144.15,9.41,13.32,7.93,9.66
15817,420,152,2766.4,18.4,77.61,78.67,69.33
15818,588,11,340.5,6.93,13.32,24.66,18.82
15819,49,260,3934.79,63.98,87.66,85.34,82.78
15820,319,17,206.98,29.15,20.78,13.88,18.1
15821,44,62,570.96,65.48,55.13,38.21,47.04
15822,3,63,1840.06,95.6,55.62,70.16,69.91
15823,729,154,3867.17,0.89,77.91,85.1,70.46
15824,453,26,890.94,14.61,30.75,50.21,39.42
15825,172,20,532.94,41.69,24.59,36.24,33.8
15826,56,119,2598.28,61.2,71.93,77.67,73.59
15827,73,217,3794.07,54.93,84.46,84.77,80.21
15828,375,74,1108.82,25.68,60.03,56.97,53.13
15829,99,51,636.14,49.55,49.74,40.99,44.72
15830,37,39,576.0,68.33,41.83,38.48,43.9
15831,58,65,801.76,60.26,56.46,47.37,51.85
15832,254,54,836.79,34.27,51.38,48.56,47.21
15833,737,5,80.4,0.14,5.13,2.44,2.85
15834,70,362,3770.49,56.27,92.43,84.67,82.58
15835,44,50,954.09,65.48,49.13,52.58,53.55
15836,50,10,137.37,63.46,11.83,7.37,17.03
15837,64,52,777.01,58.01,50.28,46.17,49.1
15838,11,205,74163.0,86.73,83.59,99.66,93.22
15839,33,62,1048.49,70.06,55.13,55.26,57.44
15840,58,27,355.56,60.26,31.64,25.87,32.64
15841,72,92,2742.41,55.35,65.96,78.52,71.53
15842,393,25,548.8,22.47,29.8,37.15,32.89
15843,303,8,118.95,30.42,9.04,5.45,10.2
15844,46,11,130.74,64.59,13.32,6.51,17.13
15845,17,174,4426.28,82.05,80.47,87.24,84.56
15846,385,27,107.01,23.74,31.64,4.07,14.74
15847,38,48,822.57,67.87,47.9,47.98,50.94
15848,621,34,139.94,5.11,37.94,7.6,15.72
15850,19,295,1058.72,80.0,89.52,55.5,68.7
15851,526,8,109.73,10.33,9.04,4.32,6.55
15852,186,33,257.26,40.15,37.08,18.1,26.72
15853,51,29,110.8,62.88,33.69,4.46,21.41
15854,4,256,5583.81,93.99,87.36,90.16,89.95
15855,136,94,1052.72,45.17,66.55,55.35,56.96
15856,4,1087,34219.08,93.99,99.09,99.16,98.37
15857,18,24,570.48,80.97,28.77,38.14,41.94
15858,15,431,3960.37,84.24,94.31,85.46,87.75
15859,432,22,438.46,16.44,26.64,31.8,28.05
15860,40,329,2502.71,66.89,91.14,76.91,79.39
15861,12,777,4393.49,85.84,97.97,87.08,89.94
15862,8,486,2923.14,90.45,95.28,79.84,85.75
15863,25,77,358.7,75.21,61.07,26.14,43.28
15864,22,23,2180.76,78.0,27.7,74.04,61.66
15865,40,126,2248.92,66.89,73.33,74.68,73.13
15866,101,43,230.53,49.25,44.73,16.01,29.04
15867,5,1012,9010.52,92.78,98.86,94.62,95.53
15868,583,4,94.53,7.11,4.04,3.21,4.03
15869,277,31,323.66,32.15,35.52,23.29,28.04
15870,32,135,862.61,70.68,74.91,49.45,59.76
15871,437,5,33.1,15.68,5.13,0.6,4.13
15872,14,173,795.68,85.13,80.33,47.04,62.08
15873,499,6,313.92,11.81,6.46,22.35,16.32
15874,63,337,11284.76,58.53,91.41,96.12,89.16
15875,646,18,111.72,3.79,22.05,4.67,9.4
15876,409,11,1449.14,19.93,13.32,64.37,43.41
15877,1,124,493.28,98.82,72.87,34.38,54.82
15878,561,50,330.77,8.41,49.13,23.94,28.66
15879,404,177,1157.3,20.61,80.86,58.12,58.86
15880,369,95,686.56,26.74,66.82,43.03,47.25
15881,312,29,501.39,29.67,33.69,34.89,33.77
15882,198,58,1491.42,39.0,53.2,64.88,57.73
15883,2,49,396.48,97.17,48.49,28.95,44.65
15884,432,14,249.7,16.44,17.13,17.5,17.24
15885,93,113,1921.82,50.41,70.87,71.14,67.95
15886,60,62,1052.87,59.32,55.13,55.37,55.89
15887,406,37,1027.15,20.44,40.31,54.72,45.54
15888,80,37,423.49,52.83,40.31,30.9,36.82
15889,156,290,1782.33,43.29,89.29,69.34,71.02
15890,394,10,535.65,22.21,11.83,36.47,27.43
15891,226,59,521.97,36.59,53.67,35.83,40.94
15892,669,38,128.2,2.66,41.08,6.29,15.49
15893,481,1,305.28,12.64,0.86,21.25,14.25
15894,253,34,418.99,34.38,37.94,30.55,33.2
15895,149,11,179.17,44.02,13.32,11.53,16.91
15897,194,21,222.05,39.42,25.62,15.26,21.79
15898,1,612,5592.56,98.82,96.77,90.17,93.32
15899,368,4,112.5,26.8,4.04,4.8,7.89
15900,23,122,900.4,76.96,72.47,50.53,60.64
15901,16,158,683.39,83.19,78.49,42.82,58.87
15902,380,18,145.01,24.69,22.05,8.0,14.44
15903,9,116,8939.84,89.18,71.39,94.53,87.25
15904,8,30,164.68,90.45,34.62,10.17,29.06
15905,543,22,114.69,9.34,26.64,5.13,11.78
15906,19,199,2555.64,80.0,82.95,77.17,79.21
15907,3,201,966.6,95.6,83.21,52.97,67.83
15908,490,37,764.57,12.24,40.31,45.63,39.13
15909,173,7,191.94,41.49,7.81,12.63,15.61
15910,0,587,2681.8,100.0,96.48,78.25,86.62
15911,623,255,1685.89,5.01,87.25,67.79,63.82
15912,178,93,1074.7,40.99,66.3,56.0,56.63
15913,534,1,6.3,9.91,0.86,0.09,1.78
15914,378,13,205.99,25.21,15.88,13.81,16.1
15915,401,104,429.0,20.99,68.94,31.24,40.26
15916,16,295,3427.17,83.19,89.52,83.05,84.88
15917,247,134,560.63,34.81,74.7,37.65,47.6
15918,190,60,582.88,39.77,54.17,38.69,43.18
15919,19,110,910.61,80.0,70.32,50.85,60.68
15920,154,102,567.69,43.61,68.45,37.99,47.36
15921,172,77,792.46,41.69,61.07,46.89,50.08
15922,373,11,739.0,26.17,13.32,44.89,33.24
15923,372,21,254.16,26.46,25.62,17.87,21.33
15924,731,14,102.82,0.69,17.13,3.76,7.04
15925,194,12,207.15,39.42,14.64,13.89,17.93
15926,542,7,134.44,9.41,7.81,6.87,7.51
15927,647,13,123.39,3.73,15.88,5.81,8.32
15928,656,11,293.53,3.29,13.32,20.23,15.76
15929,644,1,594.0,3.9,0.86,39.0,23.06
15930,67,21,426.63,56.72,25.62,31.08,33.4
15931,428,14,239.9,17.16,17.13,16.76,16.93
15932,4,115,2495.87,93.99,71.21,76.83,77.83
15933,21,74,1107.46,79.01,60.03,56.94,61.12
15934,417,29,2190.66,18.74,33.69,74.09,54.48
15935,239,11,108.04,35.63,13.32,4.22,11.48
15936,379,19,282.79,24.95,23.43,19.58,21.47
15937,64,7,145.35,58.01,7.81,8.07,15.49
15938,112,39,734.81,47.93,41.83,44.77,44.42
15939,89,115,9004.84,50.98,71.21,94.6,81.51
15940,311,1,35.8,29.8,0.86,0.68,5.1
15941,637,6,405.0,4.21,6.46,29.61,19.31
15942,133,14,337.44,45.58,17.13,24.47,25.58
15943,649,12,271.29,3.59,14.64,18.9,15.41
15944,276,38,2164.24,32.26,41.08,73.92,58.48
15945,365,28,827.27,27.19,32.66,48.14,40.66
15946,502,26,2304.18,11.47,30.75,75.17,53.18
15947,82,29,1708.24,52.33,33.69,68.22,56.17
15948,8,95,1509.09,90.45,66.82,65.16,69.42
15949,16,19,364.72,83.19,23.43,26.64,34.22
15950,31,386,7180.71,71.35,93.26,92.91,89.77
15951,8,59,1013.17,90.45,53.67,54.29,59.54
15952,33,84,806.57,70.06,63.56,47.44,55.34
15953,15,167,3669.55,84.24,79.69,84.21,82.95
15954,589,19,187.8,6.89,23.43,12.2,14.55
15955,24,342,8658.36,76.03,91.6,94.31,90.81
15956,551,18,617.6,8.82,22.05,40.24,30.44
15957,31,135,930.1,71.35,74.91,51.66,61.12
15958,74,59,492.99,54.56,53.67,34.36,42.8
15959,682,71,579.49,2.11,58.95,38.55,38.8
15960,374,26,410.95,25.92,30.75,29.92,29.55
15961,379,42,451.29,24.95,43.97,32.54,34.6
15962,449,43,295.83,14.91,44.73,20.42,26.4
15963,19,28,470.76,80.0,32.66,33.46,40.22
15964,663,20,272.96,2.98,24.59,19.04,18.18
15965,17,291,3013.09,82.05,89.34,80.45,83.18
15966,450,27,426.53,14.83,31.64,31.05,28.78
15967,23,457,3041.6,76.96,94.67,80.55,83.97
15968,388,69,415.3,23.15,58.13,30.25,36.99
15969,2,35,1127.05,97.17,38.89,57.42,58.19
15970,303,24,1017.32,30.42,28.77,54.44,43.65
15971,17,40,5897.88,82.05,42.53,90.89,76.02
15972,456,133,1810.27,14.46,74.49,69.69,62.75
15973,366,10,973.44,27.02,11.83,53.09,37.63
15974,39,176,3442.15,67.44,80.71,83.19,80.13
